,id,link,type,title,text,area_text,area_name,num_areas,city
761,2629,https://districtr.org/COI/34943,coi,Greater Maryville,"This is the area that will likely go to Maryville for shopping, entertainment, food, and community events and consider themselves to be part of the Maryville community. ","This is the area that will likely go to Maryville for shopping, entertainment, food, and community events. ",Greater Maryville,1,Maryville 
762,2631,https://districtr.org/COI/34962,coi,Greater Savannah Area,"The people in these areas are likely to go to St Joe for groceries and shopping. I-29 goes straight through these counties and is near the urban clusters of Mound City, Oregon, and Savannah, so the people will jump on the highway to go grocery shopping.  The people in Union Star will jump on 169 to get to St Joe. The people in Mound City will likely go to Savannah for small-town entertainment. ","The people in these areas are likely to go to St Joe for groceries and shopping. I-29 goes straight through these counties and is near the urban clusters of Mound City, Oregon, and Savannah, so the people will jump on the highway to go grocery shopping.  The people in Union Star will jump on 169 to get to St Joe. The people in Mound City will likely go to Savannah for small-town entertainment. ",Greater Savannah Area,1,Maryville 
763,2579,,written,Corn Belt Plains with river flooding,this area was severely affected by river flooding several times in last few decades and shares that common interest,,,,Kansas City
764,2528,,written,Springfield - Rebekah,"This map includes part of Springfield's robust library system and other places we consider part of our community - including the Farmer's Market, Nathanael Greene Park and other green space, and housing that is primarily older Springfieldians as well - retirees and those who helped shape Springfield decades ago through small businesses, their medical practices, and other businesses and staples that are unique to Springfield and our community. Also included in this is the Veterans Cemetery.",,,,Springfield
765,2193,,written,https://districtr.org/COI/33117,This community is a mixture of suburban and rural. A small portion is within the city limits of Columbia. Residents for the most part either work in Columbia or are retired. There is no public transit to this area.,,,,COLUMBIA
766,2027,,written,Scott Blvd,"I don't love where I live but we have all the basic things; gas station, liquor store, gym and a bank, all within about a mile and a half distance. I would rather live on about fifteen acres somewhere and my neighbors would be chickens. And... we'd have roll carts.",,,,Columbia
767,1872,,written,"Cherry and Oak Grove, Springfield MO","This is an interesting neighborhood of 65802. It differs quite significantly from other areas included in the zip code. It tends to appear more 'middle class' than other areas. I have always found it a bit interesting the diversity of those included in the zip. Overall, according to mapping, the needs seem to be quite similar economically to other neighborhoods, such as those on the north side of town. Racial demographics however are different.  ",,,,SPRINGFIELD
768,1770,,written,"West edge of WGSD - SD 15-1, LWVSTL",This sliver of Webster Groves and Glendale is oddly split. The western tract is in SD15 with the other two tracts in SD1. These Glendale and  Webster Groves residents are in HD90 that is mostly Kirkwood (arch rival in high school sports) instead of HD91. All three tracts are in the Webster Groves School District which is more innovative and supportive of teaching critical race theory than neighboring Kirkwood.   Some white parents are concerned that their kids are now assigned to the Givens Elementary School in Rock Hill instead of Bristol. The Algonquin Golf Club is expensive with members sharing the same recreational interests. Hundreds recently attended a concert in Larson Park by a 350-year old oak tree.,,,,Webster Groves
769,1686,,written,HALO Foundation Neighborhood,The HALO Foundation is an organization that Jeff City can be very proud of. It provides transitional living and life skills classes for young women (some of whom are parenting) who are otherwise homeless or housing insecure. This non profit would benefit from more bus services in the area. The surrounding woods provides privacy and peace for the residents and staff. There are walking trails in the woods and quiet roads for biking. ,,,,Jefferson City
770,1608,,written,CT--Doing My Business,"Places I drive to church, doctors, see friends, shop, and go out to eat. ",,,,Webster Groves
771,1597,,written,Garment District - Kansas City ,"This district houses a lot of Kansas City's downtown community as well as tourist who come in. The majority of this district is residential live in median and high rise apartments. This district also falls under the downtown CID and has bumblebees roaming the streets as well. Common interests of this district would be development, residential living, and access to affordable housing. ",,,,Kansas City/Jackson County 
