,id,link,type,pseudo_coi,title,text,area_text,area_name,num_areas,city
174,1104,https://districtr.org/COI/28292,coi,,CAIR-Ohio-BelvedereCommunity-Champa,"This is a family oriented, newly built houses with mainly focusing on very good and well maintained neighborhood surrounding and houses. Good schools, libraries and well maintained parks.  Less gun violence and crimes, well maintained ponds","This is a family oriented, newly built houses with mainly focusing on very good and well maintained neighborhood surrounding and houses. Good schools, libraries and well maintained parks.  Less gun violence and crimes, well maintained ponds",CAIR-Ohio-BelvedereCommunity-Champa,1,"Dublin, Franklin"
175,1106,https://districtr.org/COI/28293,coi,,Cair-ohio-Cosgray Community- Abdulraheem,Diverse community with large immigrant and Muslim populations.,DIverse community with large immigrant and muslim populations.,Cair-ohio-Cosgray Community- Abdulraheem,1,dublin
176,1102,https://districtr.org/COI/28294,coi,,Cair Ohio- Hilliard Dublin- Abeer,"There is a good amount of Muslim owned Halal businesses . There are well taken care of parks but insufficient recreation centers, classes and courts. It is an area that is full of families that is increasing in younger families. There is a great deficiency in public transportation.","There is a good amount of Muslim owned Halal businesses . There are well taken care of parks but insufficient recreation centers, classes and courts. It is an area that is full of families that is increasing in younger families. There is a great deficiency in public transportation.",Cair Ohio- Hilliard Dublin- Abeer,1,
177,1103,https://districtr.org/COI/28295,coi,,CAIR-Ohio-Noor Community-Layla Khokhar,,"This community consists of many Muslim families but it is also very diverse and doesn't feel like it is a majority of everything. The neighborhood I live in is definitely majority Muslim. Everyone knows each other and it feels like one big family. Priorities of this community are education, religion, social interaction and diversity. You could go to a store or restaurant and will more than likely see someone you know.",CAIR-Ohio-Noor Community-Layla,1,Dublin
178,1105,https://districtr.org/COI/28296,coi,,CAIR Ohio-Noor Community-Zayna ,,"This community is very diverse but regardless many people consider each other family. It is very tight knit and very welcoming. There are many big families within the community. The people care about spirituality, education, and building connections with others.",CAIR Ohio- Noor Community-Zayna,1,DUBLIN
179,1107,https://districtr.org/COI/28297,coi,,CAIR-Ohio-Dublin-Mohammad,"This map includes my residential neighborhood as well as the Noor mosque community, which I'm a member of. Mostly white community on the east side. More diverse community on the west side around Noor Islamic Cultural Center. Mostly middle-to-upper class. Mostly conservative, White community with some Muslims and Indian community members. ","This map includes my residential neighborhood as well as the Noor mosque community, which I'm a member of. Mostly white community on the east side. More diverse community on the west side around Noor Islamic Cultural Center. Mostly middle-to-upper class. Mostly conservative, White community with some Muslims and Indian community members. ",CAIR-Ohio-Dublin-Mohammad,1,Dublin/Franklin
180,1108,https://districtr.org/COI/28299,coi,,CAIR-Ohio-Noor Community-Salma,https://districtr.org/COI/28299,"This is a family-oriented community where my mosque and cultural center is, my kids' school. Diverse neighborhood with a larger Muslim population. Community members care about gun control, not enough businesses in the area. ",CAIR-Ohio-Noor Community-Salma,1,Dublin
181,1110,https://districtr.org/COI/28301,coi,,CAIR-Ohio-OSU-Mamoun,College Community,College Community,Community 1,1,Pickerington
182,1119,https://districtr.org/COI/28302,coi,,CAIR-Ohio-Cbus-komal ,,"Wood Run is a diverse, moderate community. In my community, there is a good Muslim population and lots of immigrant families. The most abundant age demographic is between 15-27; therefore, the job market is a very important issue. ",CAIR-Ohio-Cbus Komal,1,Columbus
183,1122,https://districtr.org/COI/28304,coi,,CAIR-Ohio-Noor-Zaneh,,This neighborhood is mainly a diverse Muslim neighborhood. Upper-middle class income. Parking is a big issue in this community because of the Noor mosque placed in the center of the neighborhood. ,CAIR-Ohio-Noor-Zaneh,1,Dublin
184,1111,https://districtr.org/COI/28305,coi,,Cair-Ohio-Brookfield Village-Rahaf,Mostly white conservative neighborhoods. Predominately middle class families and older residents.,Mostly white conservative neighborhoods. Predominately middle class families and older residents.,Cair-Ohio-Brookfield Village-Rahaf,1,Hilliard
